0,https://www.youtube.com/results?search_query=Twitch+gambling+controversies
1,https://www.youtube.com/watch?v=sFfbV-mL5W0
2,https://www.youtube.com/watch?v=flFt_nlmPbE
3,https://www.youtube.com/watch?v=ZUC1s18cne0
4,https://www.youtube.com/watch?v=ObDAXqg9O3U
5,https://www.youtube.com/watch?v=08Qt8OgQCrY
6,https://www.youtube.com/watch?v=56jXFjGRhiw
7,https://www.youtube.com/watch?v=p8yfCJ6Ivl8
8,https://www.youtube.com/watch?v=IpijKQhyhoU
9,https://www.youtube.com/watch?v=-eZfhD8ikWY
10,https://www.youtube.com/watch?v=YGfW5U7d8sc
11,https://www.youtube.com/watch?v=kv5us4J8Cac
12,https://www.youtube.com/watch?v=mFwK7ZQds9c
13,https://www.youtube.com/watch?v=9iQJdOpA1aM
14,https://www.youtube.com/watch?v=5FnTsIO65oo
15,https://www.youtube.com/watch?v=FbdlPlOXtYc
16,https://www.youtube.com/watch?v=AOsxHFK7qgE
17,https://www.youtube.com/watch?v=FRydRN_vPmI
18,https://www.youtube.com/watch?v=asjg55_1CXI
19,https://www.youtube.com/watch?v=7LVL43sxXWs
